frame.number,frame.time_relative,ip.src,ip.dst,tcp.len,tcp.payload
733,141.576855900,192.168.95.41,192.168.95.42,1240,044d04d4300a310a320a310a44433639363330433939444534393841413732373638384233313041424343460a310a310a310a31303832300a333730380a3338393934390a31323736350a300a3338340a37320a33330a36300a35360a35360a32390a33350a33330a33330a34360a34320a34340a33380a33300a34310a34310a36300a34350a3130350a34300a33320a34320a35350a35380a3130350a35300a33360a35350a34320a33320a34330a34300a32380a33350a33350a33350a33370a33330a33370a36330a34390a33330a33370a32380a35360a35330a34360a35390a34390a34390a33350a34320a32380a32380a35320a36310a32360a33300a32370a34350a32380a33310a33310a33350a33380a32380a33380a33320a33360a33380a33390a34350a36380a39390a33350a32360a34310a33330a36320a33340a33370a33320a33360a33340a32380a32370a32360a32380a34320a33390a33300a34300a34380a34360a35320a35360a36390a34310a33380a32320a32330a32310a32390a32330a32330a32370a32360a33320a33350a32340a32340a32340a33350a32360a32360a32370a33310a33300a34370a35310a33360a33350a33320a32360a33360a33300a32360a32380a33300a33370a32360a33380a34300a32350a33340a32380a32360a32390a32370a33330a35340a33380a33380a36310a34330a35340a33300a33390a33340a35340a34360a32390a33360a32390a32360a34380a33350a32380a32330a33320a32340a32370a33300a32340a34320a34340a33390a35320a33330a34380a33370a33320a33360a33310a32380a34340a33300a32360a32390a33370a32370a33390a32390a32320a32350a32360a32380a33310a33300a33310a35320a36340a34330a32390a34310a33390a33350a33300a33320a33300a32340a32370a32340a32360a32350a32390a32370a33310a33310a33320a33310a33320a32380a34310a36350a37320a35300a35300a33370a33380a33380a33300a33300a32370a38390a32390a35320a33340a33360a33360a33360a33310a34310a33380a36390a33350a33380a36310a35300a39380a3230380a36370a33340a34330a33350a33360a34360a32380a34330a34300a34300a33300a33340a32370a33320a33390a33350a32370a33380a33300a37320a36330a33340a36320a34380a36340a35300a33350a33390a3638380a34370a33310a36330a33390a33300a33330a33320a33390a33340a33340a34310a33300a33300a32380a33360a34380a33380a37340a36360a34370a34310a33380a34360a33320a34310a34340a34370a34320a32370a34320a32380a34300a33370a33360a33310a32380a34330a33340a32380a3234390a34360a38390a35360a35300a34300a34360a33360a34310a36300a34350a33340a33370a33370a34360a33340a33370a33380a33350a34330a34310a34350a32370a33320a34300a34390a36310a34310a33370a36370a3331370a37350a34380a36300a34340a35330a34300a34340a33370a33330a34360a34360a34350a34390a33310a34300a33310a33330a35320a35330a36350a34370a39320a34360a33390a33360a34320a33310a34360a35330a33350a35310a38340a34360a35380a34320a34390a33310a33340a33390a34340a34310a34380a3130380a36300a
734,141.581641000,192.168.95.42,192.168.95.41,5,044f000120
736,141.582606200,192.168.95.41,192.168.95.42,14,044f000a300a310a310a3338340a
737,141.582657500,192.168.95.42,192.168.95.41,5,044e000131
739,141.583614800,192.168.95.41,192.168.95.42,6,044e0002300a
741,141.954383900,192.168.95.41,192.168.95.42,90,000e00563130310a31392e30332e323032365f31313a31323a35370a3230320a35203130363030203337303720313130313020333730382031313434302033373037203131383430203337303220313232353020333730320a0a
742,141.954515900,192.168.95.42,192.168.95.41,7,000e0003313031
744,142.214319100,192.168.95.42,192.168.95.41,6,000000026869
746,142.215014800,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
748,143.215641500,192.168.95.42,192.168.95.41,6,000000026869
749,143.216335200,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
751,143.933768600,192.168.95.41,192.168.95.42,60,001000383130310a31392e30332e323032365f31313a31323a35380a3130303930353033300a4163717569736974696f6e207072657061726564210a
752,143.933867900,192.168.95.42,192.168.95.41,7,00100003313031
754,143.934688000,192.168.95.41,192.168.95.42,51,0010002f3130320a31392e30332e323032365f31313a31323a35380a3130303930353031300a506572666f726d20416371210a
755,143.934733600,192.168.95.42,192.168.95.41,7,00100003313032
757,144.018315800,192.168.95.41,192.168.95.42,90,000e00563130310a31392e30332e323032365f31313a31323a35390a3230320a35203132363730203337303220313330383020333730322031333439302033373032203133393030203336393720313433323020333639370a0a
758,144.018383100,192.168.95.42,192.168.95.41,7,000e0003313031
760,144.216966000,192.168.95.42,192.168.95.41,6,000000026869
762,144.217635000,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
764,144.510377200,192.168.95.41,192.168.95.42,113,0010006d3130310a31392e30332e323032365f31313a31323a35390a3130303930353032300a41637120706572666f726d656421205265664368616e6e656c56616c75652073656e742066726f6d20526177617461526564756374696f6e20636f6e74726f6c6c65723a2031323736360a
765,144.510455700,192.168.95.42,192.168.95.41,7,00100003313031
767,144.511319700,192.168.95.41,192.168.95.42,39,000e00233130320a31392e30332e323032365f31313a31323a35390a3130330a31203120320a0a
768,144.511381900,192.168.95.42,192.168.95.41,7,000e0003313032
771,144.952372400,192.168.95.41,192.168.95.42,104,001000643130310a31392e30332e323032365f31313a31323a35390a3130303930353137300a4d5243526573756c7452656164526573756c743a3a4f6e416e7377657228293a204176657261676520626961732076616c75652072656365697665643a203532350a
772,144.952472500,192.168.95.42,192.168.95.41,7,00100003313031
774,144.953429900,192.168.95.41,192.168.95.42,131,0010007f3130320a31392e30332e323032365f31313a31323a35390a3130303930353137300a4d5243526573756c7452656164526573756c743a3a4f6e416e73776572204f72646572206e6f74207265737065637465642c207265616420426c6f636b49643a20322c2065787065637465643a20312c20496d61676549643a20380a0a
775,144.953481100,192.168.95.42,192.168.95.41,7,00100003313032
777,144.954384100,192.168.95.41,192.168.95.42,131,0010007f3130330a31392e30332e323032365f31313a31323a35390a3130303930353137300a4d5243526573756c7452656164526573756c743a3a4f6e416e73776572204f72646572206e6f74207265737065637465642c207265616420426c6f636b49643a20332c2065787065637465643a20322c20496d61676549643a20380a0a
778,144.954420700,192.168.95.42,192.168.95.41,7,00100003313033
780,144.955323500,192.168.95.41,192.168.95.42,131,0010007f3130340a31392e30332e323032365f31313a31323a35390a3130303930353137300a4d5243526573756c7452656164526573756c743a3a4f6e416e73776572204f72646572206e6f74207265737065637465642c207265616420426c6f636b49643a20312c2065787065637465643a20332c20496d61676549643a20380a0a
781,144.955364600,192.168.95.42,192.168.95.41,7,00100003313034
783,144.956217200,192.168.95.41,192.168.95.42,43,000e00273130350a31392e30332e323032365f31313a31333a30300a3230310a3338342031203220320a0a
784,144.956265200,192.168.95.42,192.168.95.41,7,000e0003313035
786,144.999654600,192.168.95.42,192.168.95.41,6,044d0002320a
788,145.006013000,192.168.95.41,192.168.95.42,1241,044d04d5300a310a320a310a44433639363330433939444534393841413732373638384233313041424343460a310a310a320a31343233300a333639370a3338393934390a31323736360a300a3338340a37310a33330a36300a35350a35330a32380a33340a33330a33320a34350a33390a34340a33380a32390a34300a34310a36310a34360a3130360a33380a33330a34300a35360a35370a3130360a34390a33340a35350a34310a33320a34320a34300a32370a33350a33350a33350a33360a33330a33370a36320a34390a33340a33360a32340a35350a35340a34350a35370a34360a34390a33370a34320a32390a32390a35320a36310a32350a33320a32380a34350a33300a33320a33330a33370a33380a32390a33380a33320a33380a34300a34300a34350a36380a3130300a33360a32350a33390a33320a36310a33330a33360a33310a33350a33310a32380a32370a32350a32370a34310a33370a32380a33390a34350a34340a35320a35360a36380a33390a33390a32330a32340a32320a32390a32330a32330a32350a32360a33310a33340a32340a32330a32350a33340a32350a32360a32390a33310a32390a34360a34380a33380a33370a33310a32360a33360a33310a32350a32380a32390a33380a32360a33380a33390a32360a33340a32370a32360a32390a32370a33310a35360a33370a33380a35390a34320a35350a33310a33390a33320a35330a34340a32390a33370a32390a32360a34370a33360a33300a32340a33320a32320a32380a33300a32340a34300a34340a33390a35310a33320a34370a33370a33300a33340a33320a32380a34350a32390a32380a32390a33360a32360a33380a32370a32330a32350a32330a32380a33310a32390a33300a35320a36340a34310a33300a34300a33390a33320a32390a33300a32380a32320a32350a32320a32350a32340a32360a32350a32390a33300a32390a33300a33310a32370a33390a36350a37330a35310a34390a33380a33370a33370a33300a33300a32360a39300a33310a35320a33330a33350a33370a33340a33300a33390a33370a36360a33350a33370a36300a34390a39370a3230380a36370a33330a34330a33330a33340a34340a32380a34360a33380a33390a32380a33330a32370a33310a34310a33360a32360a33380a32390a37330a36320a33330a36310a34370a36320a34380a33350a33380a3638360a34370a33300a36300a34310a32380a33330a33310a33390a33340a33350a34300a32390a32390a32370a33360a34360a33370a37310a36360a34370a34310a33360a34350a33300a34300a34320a34360a34310a32370a34320a32380a34300a33370a33350a33310a32370a34330a33330a32380a3235330a34350a38390a35360a35310a33380a34320a33340a33390a36300a34330a33330a33350a33370a34340a33310a33360a33370a33350a34320a33390a34320a32350a33310a33390a34350a35380a33390a33360a36370a3331370a37360a34370a36300a34330a35310a33390a34350a33360a33320a34380a34360a34340a34370a33310a33390a33310a33320a35320a35340a36340a34380a39330a34360a33380a33380a34330a33300a34350a35320a33350a35330a38360a34370a36300a34330a34380a33340a33340a33390a34340a34320a34380a3130390a36300a
789,145.010943100,192.168.95.42,192.168.95.41,5,044f000120
791,145.011911500,192.168.95.41,192.168.95.42,14,044f000a300a310a320a3338340a
792,145.011960700,192.168.95.42,192.168.95.41,5,044e000132
794,145.012917100,192.168.95.41,192.168.95.42,6,044e0002300a
796,145.218287100,192.168.95.42,192.168.95.41,6,000000026869
798,145.219003200,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
801,146.078171200,192.168.95.41,192.168.95.42,90,000e00563130310a31392e30332e323032365f31313a31333a30310a3230320a35203134373330203337303220313531343020333639372031353536302033373032203135393730203336393720313633383020333639370a0a
802,146.078266800,192.168.95.42,192.168.95.41,7,000e0003313031
804,146.219610100,192.168.95.42,192.168.95.41,6,000000026869
806,146.220278300,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
809,147.220922800,192.168.95.42,192.168.95.41,6,000000026869
810,147.221555300,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
812,147.338913900,192.168.95.41,192.168.95.42,60,001000383130310a31392e30332e323032365f31313a31333a30320a3130303930353033300a4163717569736974696f6e207072657061726564210a
813,147.338995100,192.168.95.42,192.168.95.41,7,00100003313031
